attendance_id,employee_id,attendance_date,attendance_status
3447,1045,2025-12-30,Absent
3448,1076,2026-04-21,Present
3449,1011,2026-04-11,Present
3450,1154,2025-10-31,Present
3451,1110,2025-12-22,Present
3452,1176,2026-04-15,Present
3453,1020,2026-03-11,Present
3454,1124,2025-11-20,Absent
3455,1064,2025-08-13,Present
3456,1100,2025-06-19,Leave
3457,1168,2025-09-16,Present
3458,1198,2026-03-10,Absent
3459,1012,2025-06-14,Present
3460,1047,2026-03-05,Present
3461,1088,2025-08-26,Leave
3462,1150,2025-12-11,Absent
3463,1059,2025-08-02,Leave
3464,1114,2025-07-09,Leave
3465,1030,2025-12-04,Present
3466,1043,2026-01-16,Present
3467,1034,2025-06-21,Leave
3468,1155,2025-06-05,WFH
3469,1007,2025-07-21,Absent
3470,1128,2025-11-21,Present
3471,1179,2025-10-16,Absent
3472,1006,2025-08-08,Leave
3473,1135,2025-07-20,Leave
3474,1095,2025-08-09,Leave
3475,1140,2026-01-18,Present
3476,1108,2025-11-30,Absent
3477,1009,2026-02-21,Present
3478,1112,2025-08-22,WFH
3479,1180,2025-12-13,Absent
3480,1018,2025-07-27,Present
3481,1023,2025-10-11,Present
3482,1171,2026-01-09,Present
3483,1122,2025-07-18,Absent
3484,1130,2026-04-06,Present
3485,1036,2025-09-30,Present
3486,1007,2026-02-07,Present
3487,1023,2026-03-13,WFH
3488,1048,2025-08-14,Leave
3489,1051,2026-03-05,Absent
3490,1169,2026-04-10,WFH
3491,1096,2026-02-23,WFH
3492,1068,2025-09-17,Absent
3493,1018,2026-01-29,Leave
3494,1048,2025-08-31,WFH
3495,1106,2025-08-13,Present
3496,1144,2025-09-06,Present
3497,1060,2025-12-20,Present
3498,1038,2025-06-04,Present
3499,1035,2026-04-26,Leave
3500,1180,2025-07-29,Absent
3501,1003,2026-03-07,Present
3502,1016,2026-04-30,WFH
3503,1004,2026-02-26,Present
3504,1135,2025-12-19,Leave
3505,1069,2025-10-03,WFH
3506,1136,2025-07-06,Present
3507,1078,2025-06-27,Present
3508,1082,2025-12-03,Present
3509,1123,2026-04-10,Present
3510,1049,2026-03-23,Leave
3511,1122,2025-05-25,Absent
3512,1123,2025-05-22,Present
3513,1026,2026-01-16,Present
3514,1100,2025-06-13,WFH
3515,1163,2025-08-01,Leave
3516,1139,2026-02-09,Present
3517,1038,2026-02-02,Leave
3518,1033,2025-12-01,WFH
3519,1038,2025-08-24,Present
3520,1123,2025-07-03,WFH
3521,1019,2026-03-01,WFH
3522,1043,2025-05-12,Present
3523,1161,2026-02-28,Absent
3524,1161,2025-11-29,Present
3525,1058,2026-05-07,Present
3526,1105,2026-03-10,Present
3527,1193,2025-06-05,Absent
3528,1011,2025-08-27,Present
3529,1200,2025-08-15,Absent
3530,1008,2026-01-06,Present
3531,1172,2025-07-30,Leave
3532,1096,2025-09-10,Absent
3533,1116,2025-05-25,WFH
3534,1058,2025-09-11,Leave
3535,1033,2025-10-13,Absent
3536,1158,2025-09-20,WFH
3537,1105,2025-08-17,Leave
3538,1194,2026-02-22,Leave
3539,1041,2026-01-20,Present
3540,1154,2026-03-12,WFH
3541,1074,2026-04-01,Absent
3542,1198,2026-04-17,Present
3543,1111,2025-11-13,WFH
3544,1008,2025-10-21,Absent
3545,1017,2025-08-26,WFH
3546,1022,2026-03-27,Leave
3547,1199,2026-03-16,Present
3548,1198,2025-06-02,Leave
3549,1011,2026-01-12,Present
3550,1072,2025-09-20,Absent
3551,1072,2025-07-15,Absent
3552,1167,2025-12-05,Present
3553,1078,2025-12-18,WFH
3554,1155,2025-06-21,Present
3555,1079,2025-12-28,Absent
3556,1131,2025-12-16,Absent
3557,1099,2025-07-22,Leave
3558,1151,2025-07-04,Leave
3559,1144,2025-11-01,Leave
3560,1155,2026-03-19,WFH
3561,1170,2026-02-13,WFH
3562,1036,2025-10-14,Absent
3563,1087,2025-05-17,Present
3564,1178,2025-11-08,Absent
3565,1088,2025-05-25,WFH
3566,1133,2025-10-22,WFH
3567,1162,2026-04-24,Present
3568,1065,2026-03-24,Leave
3569,1069,2025-07-26,Present
3570,1074,2026-02-11,WFH
3571,1132,2026-04-27,Present
3572,1081,2026-01-05,Present
3573,1062,2025-07-18,WFH
3574,1049,2025-10-26,Present
3575,1079,2025-12-17,Present
3576,1086,2025-06-13,WFH
3577,1174,2026-03-31,Absent
3578,1072,2026-05-02,Present
3579,1154,2025-11-20,Absent
3580,1172,2025-08-07,Leave
3581,1049,2025-12-10,WFH
3582,1036,2025-10-01,Leave
3583,1076,2025-05-21,Present
3584,1176,2026-02-04,Leave
3585,1093,2025-11-07,Leave
3586,1139,2026-01-18,WFH
3587,1083,2026-04-20,Present
3588,1119,2026-01-03,WFH
3589,1134,2026-01-26,Present
3590,1031,2025-10-30,Leave
3591,1186,2025-11-25,Present
3592,1164,2026-04-01,Present
3593,1053,2026-02-09,WFH
3594,1163,2025-11-18,Present
3595,1047,2026-04-01,Leave
3596,1128,2026-03-06,Present
3597,1063,2025-06-08,Absent
3598,1124,2026-02-11,Leave
3599,1070,2025-11-15,WFH
3600,1118,2026-03-14,WFH
3601,1088,2025-05-20,Present
3602,1066,2025-12-22,WFH
3603,1019,2026-04-15,Present
3604,1032,2025-05-08,Absent
3605,1141,2025-09-13,Absent
3606,1001,2026-01-27,Present
3607,1049,2026-01-03,Present
3608,1127,2025-12-09,Absent
3609,1141,2025-07-29,WFH
3610,1071,2026-03-07,WFH
3611,1146,2026-03-02,Absent
3612,1051,2025-07-25,Present
3613,1014,2025-12-15,Absent
3614,1161,2025-09-11,Absent
3615,1153,2025-09-15,Present
3616,1122,2026-04-16,Absent
3617,1100,2026-02-14,Present
3618,1031,2025-10-20,Present
3619,1047,2025-07-16,Present
3620,1093,2025-11-06,Present
3621,1011,2025-07-14,Present
3622,1072,2026-04-25,Present
3623,1141,2025-07-06,WFH
3624,1069,2026-04-27,Present
3625,1025,2025-05-22,Leave
3626,1176,2026-03-01,Absent
3627,1053,2025-12-03,Present
3628,1170,2025-06-25,WFH
3629,1016,2025-11-08,Present
3630,1029,2025-07-09,Present
3631,1160,2026-02-03,Leave
3632,1071,2026-02-28,Present
3633,1111,2025-07-13,Present
3634,1060,2025-06-16,Present
3635,1159,2025-08-26,WFH
3636,1147,2025-06-23,Present
3637,1142,2025-12-05,Present
3638,1061,2025-10-05,Present
3639,1006,2025-10-28,WFH
3640,1150,2025-06-21,Present
3641,1196,2026-02-08,Present
3642,1044,2026-01-22,Absent
3643,1053,2025-11-05,WFH
3644,1158,2025-09-02,Present
3645,1042,2026-01-28,Present
3646,1147,2025-08-14,Leave
3647,1158,2026-04-30,Present
3648,1125,2025-09-23,Present
3649,1025,2025-12-03,Present
3650,1105,2025-10-05,Present
3651,1062,2026-02-02,Absent
3652,1157,2025-09-30,Present
3653,1045,2025-09-20,Present
3654,1072,2025-09-27,Present
3655,1001,2026-02-25,Present
3656,1172,2025-06-02,Present
3657,1112,2025-05-11,WFH
3658,1154,2025-07-21,Absent
3659,1115,2025-12-16,Present
3660,1060,2025-09-30,Present
3661,1021,2026-04-29,Absent
3662,1183,2025-09-08,Absent
3663,1114,2026-03-22,Present
3664,1190,2025-06-08,Absent
3665,1158,2026-04-01,Absent
3666,1006,2026-02-25,WFH
3667,1196,2025-10-16,Present
3668,1053,2026-03-26,Leave
3669,1126,2026-02-14,Absent
3670,1135,2025-11-03,Present
3671,1083,2025-08-24,Present
3672,1128,2026-02-19,WFH
3673,1158,2026-04-21,Absent
3674,1114,2026-03-18,WFH
3675,1053,2026-02-17,Present
3676,1037,2025-06-12,Leave
3677,1020,2025-10-10,WFH
3678,1179,2025-06-16,Leave
3679,1097,2026-02-06,Present
3680,1104,2026-01-08,Present
3681,1056,2025-10-05,Present
3682,1091,2025-10-25,Absent
3683,1071,2025-08-02,Present
3684,1184,2025-05-14,Present
3685,1060,2026-04-11,Absent
3686,1154,2025-08-22,Absent
3687,1007,2026-02-21,Leave
3688,1145,2025-09-19,Present
3689,1166,2025-05-10,Leave
3690,1017,2025-08-22,Absent
3691,1183,2025-10-15,Present
3692,1100,2025-09-15,WFH
3693,1089,2026-03-25,Present
3694,1098,2025-10-27,Present
3695,1126,2025-05-12,Absent
3696,1186,2025-05-18,Absent
3697,1109,2026-05-06,Present
3698,1112,2025-08-12,Present
3699,1090,2026-04-08,Present
3700,1069,2025-08-21,Present
3701,1067,2025-09-15,Absent
3702,1041,2025-05-31,Present
3703,1057,2025-08-16,WFH
3704,1166,2026-03-27,WFH
3705,1154,2026-02-01,WFH
3706,1051,2025-11-23,Present
3707,1098,2026-01-14,Present
3708,1013,2025-12-04,Present
3709,1024,2025-10-04,Leave
3710,1041,2025-10-13,Present
3711,1158,2025-06-02,Leave
3712,1142,2026-02-22,Present
3713,1065,2025-06-24,Present
3714,1135,2025-08-10,Present
3715,1116,2025-08-08,Present
3716,1076,2026-04-01,Present
3717,1112,2025-08-24,Present
3718,1048,2025-08-07,Present
3719,1105,2025-10-06,Present
3720,1043,2026-03-11,WFH
3721,1018,2025-09-10,Present
3722,1024,2025-09-03,WFH
3723,1014,2025-07-30,WFH
3724,1168,2025-07-22,Leave
3725,1046,2025-12-11,Present
3726,1141,2025-06-05,Absent
3727,1109,2025-09-22,Present
3728,1061,2025-05-11,Present
3729,1051,2025-09-10,WFH
3730,1183,2026-01-22,Present
3731,1018,2025-11-05,Present
3732,1069,2026-02-28,Present
3733,1137,2025-11-17,Present
3734,1200,2025-08-18,Absent
3735,1142,2025-08-30,Present
3736,1186,2025-05-22,Present
3737,1040,2025-10-03,WFH
3738,1048,2025-10-18,Present
3739,1003,2025-05-14,Present
3740,1044,2026-04-29,Present
3741,1132,2025-10-31,Present
3742,1129,2026-03-06,WFH
3743,1015,2026-05-06,Absent
3744,1035,2026-05-05,Present
3745,1013,2025-05-28,Absent
3746,1040,2025-08-13,Present
3747,1062,2025-10-02,WFH
3748,1095,2025-12-13,WFH
3749,1072,2025-12-31,Absent
3750,1063,2025-06-20,Absent
3751,1045,2025-10-06,Leave
3752,1029,2025-10-31,Leave
3753,1064,2025-08-10,Present
3754,1164,2026-01-02,WFH
3755,1194,2025-09-19,Present
3756,1018,2025-10-08,Absent
3757,1035,2026-04-17,Present
3758,1074,2025-07-17,Absent
3759,1136,2025-10-17,Absent
3760,1174,2025-05-19,Absent
3761,1141,2025-07-01,WFH
3762,1186,2025-10-08,Absent
3763,1135,2026-01-01,Absent
3764,1166,2025-10-21,WFH
3765,1091,2025-07-21,WFH
3766,1148,2026-05-02,Leave
3767,1192,2025-07-25,Absent
3768,1193,2025-10-29,Present
3769,1135,2026-04-03,Absent
3770,1043,2026-02-25,WFH
3771,1128,2025-06-07,Present
3772,1010,2026-01-17,Present
3773,1019,2025-05-14,WFH
3774,1095,2025-07-04,Present
3775,1030,2025-08-11,WFH
3776,1106,2025-05-28,Absent
3777,1097,2026-02-24,Present
3778,1096,2026-03-13,Present
3779,1081,2025-10-09,Absent
3780,1051,2025-06-12,Present
3781,1056,2025-10-02,Absent
3782,1199,2026-03-02,Leave
3783,1193,2025-07-29,Present
3784,1116,2025-10-31,WFH
3785,1195,2025-09-09,Leave
3786,1036,2025-06-30,Leave
3787,1078,2025-07-25,Absent
3788,1063,2026-04-25,Present
3789,1005,2025-05-13,Present
3790,1113,2025-07-14,Present
3791,1125,2026-03-08,Absent
3792,1120,2026-02-23,Leave
3793,1120,2025-08-27,Present
3794,1053,2025-06-10,Absent
3795,1034,2025-11-13,Absent
3796,1014,2026-03-26,Present
3797,1038,2025-12-01,Leave
3798,1026,2026-04-09,Present
3799,1096,2026-02-09,Present
3800,1090,2025-06-13,Absent
3801,1099,2025-06-15,Leave
3802,1111,2025-11-14,Present
3803,1154,2025-09-10,Present
3804,1091,2026-05-02,WFH
3805,1142,2025-11-27,Absent
3806,1011,2025-06-14,Absent
3807,1018,2025-10-15,Present
3808,1085,2025-07-19,Present
3809,1080,2025-11-03,WFH
3810,1043,2025-05-09,Present
3811,1026,2025-07-10,Present
3812,1191,2025-09-28,Leave
3813,1144,2026-01-15,Present
3814,1016,2026-03-13,Present
3815,1131,2025-09-23,Present
3816,1162,2026-01-13,WFH
3817,1096,2025-09-25,Present
3818,1115,2025-11-22,Absent
3819,1086,2026-02-27,WFH
3820,1118,2026-02-09,Present
3821,1160,2025-05-24,Present
3822,1073,2025-12-30,Present
3823,1014,2025-07-10,WFH
3824,1150,2026-04-05,Present
3825,1113,2025-10-06,Absent
3826,1111,2025-11-08,WFH
3827,1010,2025-09-10,Leave
3828,1200,2025-11-25,WFH
3829,1187,2025-07-22,Leave
3830,1145,2025-07-04,WFH
3831,1018,2026-04-05,Present
3832,1097,2026-04-01,Present
3833,1170,2026-01-14,Leave
3834,1113,2025-10-20,Leave
3835,1185,2025-07-20,Leave
3836,1069,2026-02-19,Present
3837,1037,2025-10-29,Present
3838,1024,2025-05-25,WFH
3839,1099,2025-10-12,Present
3840,1101,2025-08-13,Present
3841,1011,2026-04-21,Present
3842,1078,2025-10-22,Present
3843,1035,2025-12-20,Present
3844,1108,2026-02-06,WFH
3845,1050,2025-09-16,Absent
3846,1039,2025-11-21,Absent
3847,1141,2025-05-29,WFH
3848,1066,2025-06-09,Present
3849,1001,2026-03-05,Present
3850,1042,2025-10-18,Present
3851,1068,2026-04-21,Leave
3852,1124,2025-11-10,Present
3853,1057,2026-01-31,Absent
3854,1043,2025-07-08,Leave
3855,1127,2025-11-13,Present
3856,1021,2025-10-17,Leave
3857,1118,2025-12-29,Present
3858,1158,2026-02-28,Leave
3859,1096,2026-02-11,Absent
3860,1067,2026-03-08,WFH
3861,1143,2026-04-26,WFH
3862,1190,2025-10-27,Present
3863,1162,2025-05-11,Leave
3864,1084,2026-04-26,WFH
3865,1040,2025-12-23,Leave
3866,1175,2026-03-18,Leave
3867,1151,2025-08-12,WFH
3868,1175,2026-04-24,Present
3869,1153,2025-08-03,Present
3870,1058,2025-05-20,Present
3871,1112,2025-05-12,Absent
3872,1070,2025-12-01,Present
3873,1131,2025-05-20,Present
3874,1128,2026-02-07,Leave
3875,1104,2025-12-02,Present
3876,1152,2025-08-01,Present
3877,1066,2026-02-17,Present
3878,1038,2025-11-28,WFH
3879,1058,2025-11-30,Present
3880,1064,2025-12-06,Absent
3881,1040,2025-06-27,Present
3882,1179,2025-10-18,WFH
3883,1130,2025-10-10,Present
3884,1106,2025-08-03,Leave
3885,1103,2025-05-29,Absent
3886,1146,2026-05-07,Present
3887,1077,2025-07-14,Present
3888,1063,2025-10-06,Present
3889,1160,2026-01-28,Absent
3890,1170,2025-06-12,Present
3891,1199,2025-10-28,Present
3892,1015,2025-09-04,Absent
3893,1104,2026-04-05,Absent
3894,1040,2025-10-31,Absent
3895,1122,2025-05-21,Present
3896,1086,2025-08-04,Present
3897,1031,2025-08-20,Present
3898,1061,2025-10-03,Absent
3899,1126,2025-06-09,Absent
3900,1151,2025-08-27,Present
3901,1104,2025-06-14,Absent
3902,1061,2025-11-17,Present
3903,1063,2025-10-18,WFH
3904,1043,2026-04-17,Present
3905,1041,2025-11-03,WFH
3906,1084,2025-08-11,WFH
3907,1097,2026-02-05,Present
3908,1026,2025-08-15,Present
3909,1022,2025-08-04,Leave
3910,1003,2025-11-10,Present
3911,1139,2026-03-08,Absent
3912,1127,2026-03-15,Present
3913,1179,2025-12-27,Leave
3914,1039,2025-12-30,Present
3915,1001,2026-02-17,Absent
3916,1046,2025-09-22,Present
3917,1035,2025-10-01,Present
3918,1094,2025-11-16,Leave
3919,1176,2026-03-07,Leave
3920,1092,2026-03-06,Leave
3921,1147,2025-08-06,Present
3922,1011,2025-12-24,Present
3923,1080,2026-05-04,Present
3924,1026,2026-02-28,Present
3925,1150,2026-03-21,Present
3926,1011,2025-09-07,WFH
3927,1001,2025-07-13,Present
3928,1044,2025-09-15,Absent
3929,1126,2025-05-18,Present
3930,1069,2025-09-12,WFH
3931,1075,2026-02-05,WFH
3932,1135,2025-12-23,Present
3933,1157,2025-08-30,Present
3934,1036,2025-11-06,Present
3935,1119,2025-07-21,WFH
3936,1067,2025-11-10,Present
3937,1165,2025-11-02,Leave
3938,1132,2026-03-16,Present
3939,1128,2026-01-04,WFH
3940,1058,2025-12-25,Leave
3941,1073,2026-03-10,Present
3942,1101,2025-10-19,Present
3943,1171,2025-06-12,Present
3944,1178,2025-09-29,Absent
3945,1116,2025-05-27,Present
3946,1131,2026-01-30,Present
3947,1076,2026-04-21,Leave
3948,1181,2025-06-15,Absent
3949,1108,2025-12-24,Present
3950,1080,2026-03-31,Leave
3951,1084,2025-07-26,Present
3952,1062,2025-08-05,Absent
3953,1039,2025-08-31,Leave
3954,1040,2025-08-21,Present
3955,1021,2026-01-29,Present
3956,1151,2026-02-21,Present
3957,1038,2026-01-26,Present
3958,1115,2025-12-12,Present
3959,1039,2026-04-24,Leave
3960,1019,2025-05-13,Present
3961,1198,2025-09-19,Present
3962,1177,2025-06-19,Present
3963,1149,2025-07-27,Present
3964,1184,2025-06-01,Absent
3965,1112,2025-06-09,Absent
3966,1032,2025-07-16,Leave
3967,1172,2025-12-15,Leave
3968,1142,2026-02-06,Leave
3969,1151,2025-12-12,Present
3970,1182,2025-11-26,Present
3971,1122,2025-09-29,Leave
3972,1009,2025-06-23,Present
3973,1041,2025-10-04,Absent
3974,1050,2025-12-19,Present
3975,1017,2026-04-14,Present
3976,1009,2026-03-08,Present
3977,1100,2025-11-01,Present
3978,1128,2026-02-20,Absent
3979,1169,2026-02-13,Absent
3980,1182,2025-08-05,Present
3981,1116,2025-06-18,Present
3982,1084,2026-03-27,Leave
3983,1182,2025-09-26,Absent
3984,1169,2025-08-20,Present
3985,1193,2025-09-18,WFH
3986,1180,2026-01-19,Present
3987,1002,2025-07-25,Present
3988,1065,2025-11-27,Absent
3989,1024,2025-11-02,Absent
3990,1086,2025-08-17,Present
3991,1011,2025-06-01,Present
3992,1062,2025-08-29,WFH
3993,1155,2025-11-22,Absent
3994,1072,2026-03-14,Present
3995,1185,2025-07-03,Present
3996,1107,2025-08-27,Present
3997,1198,2025-05-11,Present
3998,1162,2025-06-14,Present
3999,1183,2025-05-30,Present
4000,1158,2026-03-07,Present
